[19],['sigmoid'],b6,579,Adam,RootMeanSquaredError,0.03619619831442833,0.05020084232091904,3.1249218999873847
"[16, 9, 15]","['sigmoid', 'tanh', 'swish']",861978,115,Adam,RootMeanSquaredError,0.041071224957704544,0.038669735193252563,0.9664976999629289
