[17],['elu'],90,573,Adam,MaxAbsoluteDeviation,0.2924738824367523,0.5400019288063049,1.8882556998869404
[17],['elu'],90,700,Adam,MaxAbsoluteDeviation,0.18848304450511932,0.36672765016555786,2.273737599956803
[8],['sigmoid'],06,700,Adam,MaxAbsoluteDeviation,0.4808318614959717,0.5315121412277222,2.287647100049071
"[8, 9]","['sigmoid', 'swish']",0618,700,Adam,MaxAbsoluteDeviation,0.18443508446216583,0.33465489745140076,2.402682699961588
"[8, 9]","['sigmoid', 'swish']",0618,700,Adam,MaxAbsoluteDeviation,0.1796317994594574,0.3305864632129669,2.440897800028324
"[8, 9]","['sigmoid', 'swish']",0618,700,Adam,MaxAbsoluteDeviation,0.15691371262073517,0.2768230140209198,2.4038177001057193
"[8, 9]","['sigmoid', 'swish']",0618,700,Adam,MaxAbsoluteDeviation,0.22274090349674225,0.3697124421596527,2.3994644000194967
"[8, 9]","['sigmoid', 'swish']",0618,700,Adam,MaxAbsoluteDeviation,0.16000068187713623,0.44332772493362427,2.4339985999977216
"[8, 9]","['sigmoid', 'swish']",0618,700,Adam,MaxAbsoluteDeviation,0.18352951109409332,0.37891337275505066,2.4025482999859378
"[8, 9]","['elu', 'swish']",0018,140,Adam,MaxAbsoluteDeviation,0.2580902874469757,0.46471089124679565,0.7473059000913054
"[8, 9]","['elu', 'swish']",0018,140,Adam,MaxAbsoluteDeviation,0.2646040618419647,0.4435783624649048,0.9573468000162393
"[8, 9]","['elu', 'swish']",0018,140,Adam,MaxAbsoluteDeviation,0.26852113008499146,0.31529343128204346,0.7625695000169799
"[8, 9, 8]","['elu', 'swish', 'tanh']",001809,140,Adam,MaxAbsoluteDeviation,0.09916602820158005,0.2078610360622406,0.836771099944599
