[10],['elu'],20,604,Adam,MaxAbsoluteDeviation,0.12225928902626038,0.11259257048368454,5.105413499986753
[10],['elu'],20,100,Adam,MaxAbsoluteDeviation,0.2794898748397827,0.35212215781211853,1.0569231999106705
[10],['elu'],20,100,Adam,MaxAbsoluteDeviation,0.3781953454017639,0.32108446955680847,1.0743179999990389
[23],['elu'],f0,100,Adam,MaxAbsoluteDeviation,0.34047451615333557,0.2637966573238373,1.0519187999889255
[23],['elu'],f0,100,Adam,MaxAbsoluteDeviation,0.28756827116012573,0.26990485191345215,1.0654122000560164
[23],['sigmoid'],f6,100,Adam,MaxAbsoluteDeviation,0.486862450838089,0.44385161995887756,1.0561260000104085
[23],['elu'],f0,100,Adam,MaxAbsoluteDeviation,0.3032964766025543,0.27303779125213623,1.0719005999853835
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.47627076506614685,0.44423606991767883,1.0595101999351755
"[8, 10]","['elu', 'elu']",0020,100,Adam,MaxAbsoluteDeviation,0.18834902346134186,0.22202271223068237,1.1774489999515936
"[8, 10]","['elu', 'elu']",0020,700,Adam,MaxAbsoluteDeviation,0.04871772602200508,0.04595870524644852,6.091491600032896
