"[18, 14]","['tanh', 'tanh']",a969,631,Adam,MaxAbsoluteDeviation,0.09335620701313019,0.09179748594760895,3.8703011999605224
"[10, 9, 11, 11]","['elu', 'swish', 'tanh', 'sigmoid']",20183936,687,Adam,MaxAbsoluteDeviation,0.07956450432538986,0.07161957025527954,4.377631999901496
