[17],['tanh'],99,319,Adam,MaxAbsoluteDeviation,2.615054130554199,2.3922693729400635,1.055562000023201
"[17, 8]","['tanh', 'swish']",9908,100,Adam,MaxAbsoluteDeviation,2.615054130554199,3.0822677612304688,0.5782391999964602
[17],['tanh'],99,100,Adam,MaxAbsoluteDeviation,2.615054130554199,3.849820613861084,0.5015699000214227
[17],['tanh'],99,700,Adam,MaxAbsoluteDeviation,1.5529413223266602,1.499659538269043,2.084567899990361
[17],['tanh'],99,700,Adam,MaxAbsoluteDeviation,1.3226101398468018,1.3438405990600586,2.116566300042905
[23],['tanh'],f9,700,Adam,MaxAbsoluteDeviation,1.3226101398468018,1.6776351928710938,2.063549399957992
[23],['elu'],f0,700,Adam,MaxAbsoluteDeviation,1.3226101398468018,2.4862213134765625,2.1048240999807604
[17],['tanh'],99,648,Adam,MaxAbsoluteDeviation,1.8146908283233643,1.7213568687438965,1.9193375000031665
[8],['tanh'],09,648,Adam,MaxAbsoluteDeviation,1.4283093214035034,1.3898104429244995,1.9089836000348441
[8],['tanh'],09,700,Adam,MaxAbsoluteDeviation,1.4284166097640991,1.2029504776000977,2.058424399991054
[10],['tanh'],29,700,Adam,MaxAbsoluteDeviation,1.1792770624160767,1.1370067596435547,2.8458651999826543
[10],['tanh'],29,700,Adam,MaxAbsoluteDeviation,1.2393546104431152,1.1764177083969116,2.06746499997098
"[10, 16]","['tanh', 'tanh']",2989,700,Adam,MaxAbsoluteDeviation,0.10154617577791214,0.05334758758544922,2.2210112999891862
