"[21, 10]","['sigmoid', 'sigmoid']",d626,165,Adam,0.38867539167404175,0.38867539167404175,0.3060328960418701,0.8015499000030104
"[23, 10]","['sigmoid', 'sigmoid']",f626,165,Adam,RootMeanSquaredError,0.5721778273582458,0.452907919883728,0.8012100999912946
"[23, 10]","['sigmoid', 'sigmoid']",f626,700,Adam,RootMeanSquaredError,0.03636385127902031,0.045663557946681976,2.3829708000121173
