"[22, 10]","['sigmoid', 'elu']",e620,480,Adam,RootMeanSquaredError,0.1256657987833023,0.13631564378738403,4.239019099972211
"[8, 10, 18]","['sigmoid', 'elu', 'sigmoid']",0620a6,480,Adam,RootMeanSquaredError,0.1157626062631607,0.03965309262275696,4.562825999921188
"[8, 10, 18]","['sigmoid', 'elu', 'sigmoid']",0620a6,700,Adam,RootMeanSquaredError,0.06431952118873596,0.07541552931070328,6.52769909997005
