[20],['swish'],c8,234,Adam,MaxAbsoluteDeviation,0.2125171273946762,0.2090434581041336,0.8453498999588192
[8],['swish'],08,234,Adam,MaxAbsoluteDeviation,0.2755300998687744,0.2811378836631775,0.8435421000467613
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.18018518388271332,0.18519511818885803,2.0825878999894485
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.16554772853851318,0.1660572588443756,2.093585000024177
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.15571537613868713,0.16619591414928436,2.0916187000693753
[8],['elu'],00,700,Adam,MaxAbsoluteDeviation,0.14768116176128387,0.14185982942581177,2.0597208999097347
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.4632706344127655,0.44024717807769775,0.4989521000534296
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.46394988894462585,0.44848644733428955,0.4989936000201851
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.47612234950065613,0.4685267210006714,0.4960884000174701
"[8, 16]","['elu', 'elu']",0080,700,Adam,MaxAbsoluteDeviation,0.08395206183195114,0.11772027611732483,2.179648300050758
