"[14, 20]","['tanh', 'elu']",69c0,281,Adam,RootMeanSquaredError,0.035542480647563934,0.06360676139593124,1.6991794001078233
"[8, 9, 15, 15]","['sigmoid', 'sigmoid', 'swish', 'tanh']",06167879,682,Adam,RootMeanSquaredError,0.022342029958963394,0.04049840196967125,4.281482400023378
