"[15, 10, 15]","['swish', 'elu', 'tanh']",782079,238,Adam,MaxAbsoluteDeviation,0.12458131462335587,0.10225442051887512,1.3772685999865644
"[15, 10, 15]","['swish', 'elu', 'tanh']",782079,217,Adam,MaxAbsoluteDeviation,0.1464320570230484,0.08185263723134995,1.617889599991031
"[15, 10]","['swish', 'elu']",7820,100,Adam,MaxAbsoluteDeviation,0.8742632269859314,0.8190557360649109,0.7404002000112087
"[15, 10, 15]","['swish', 'elu', 'tanh']",782079,217,Adam,MaxAbsoluteDeviation,0.12483564019203186,0.14208191633224487,1.2833361999946646
"[15, 10, 8]","['swish', 'elu', 'tanh']",782009,217,Adam,MaxAbsoluteDeviation,0.12034009397029877,0.1256192922592163,1.288655899988953
"[15, 10, 8, 10]","['swish', 'elu', 'tanh', 'tanh']",78200929,217,Adam,MaxAbsoluteDeviation,0.12508457899093628,0.10853270441293716,1.3458866000291891
"[15, 10, 8, 10]","['swish', 'elu', 'tanh', 'tanh']",78200929,700,Adam,MaxAbsoluteDeviation,0.11301979422569275,0.1547471433877945,3.503477699996438
"[15, 10, 8, 10]","['swish', 'elu', 'tanh', 'tanh']",78200929,700,Adam,MaxAbsoluteDeviation,0.10187115520238876,0.07240308076143265,3.5328860000008717
"[15, 8, 8, 10]","['swish', 'elu', 'tanh', 'tanh']",78000929,700,Adam,MaxAbsoluteDeviation,0.10977444052696228,0.09985342621803284,3.472495299996808
"[15, 8, 8]","['swish', 'elu', 'tanh']",780009,700,Adam,MaxAbsoluteDeviation,0.14797647297382355,0.09787625819444656,3.314118399983272
"[15, 8, 8, 13]","['swish', 'elu', 'tanh', 'sigmoid']",78000956,700,Adam,MaxAbsoluteDeviation,0.04796696454286575,0.04407598823308945,3.471007500018459
