[18],['swish'],a8,139,Adam,MaxAbsoluteDeviation,0.18837347626686096,0.15864333510398865,1.955422000028193
[8],['swish'],08,100,Adam,MaxAbsoluteDeviation,0.18196076154708862,0.15951626002788544,0.9715316999936476
[8],['swish'],08,100,Adam,MaxAbsoluteDeviation,0.17689257860183716,0.15407590568065643,0.980510100023821
[8],['swish'],08,100,Adam,MaxAbsoluteDeviation,0.17766685783863068,0.15290570259094238,0.9509701000060886
[8],['swish'],08,100,Adam,MaxAbsoluteDeviation,0.4869639575481415,0.4130217432975769,0.9586012000218034
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.1671852320432663,0.14858612418174744,5.340003799996339
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.17364531755447388,0.1425464004278183,5.134659599978477
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.16632415354251862,0.1485452800989151,5.204719700035639
[8],['swish'],08,700,Adam,MaxAbsoluteDeviation,0.10099200904369354,0.0820859968662262,5.253059500013478
"[8, 21]","['swish', 'elu']",08d0,700,Adam,MaxAbsoluteDeviation,0.039795853197574615,0.037548817694187164,5.515952100045979
