"[10, 10]","['elu', 'elu']",2020,402,Adam,MaxAbsoluteDeviation,0.10163583606481552,0.05593663081526756,1.3467609999934211
"[8, 10]","['elu', 'elu']",0020,402,Adam,MaxAbsoluteDeviation,0.12421144545078278,0.1642606556415558,1.3499998000916094
"[8, 10]","['elu', 'elu']",0020,402,Adam,MaxAbsoluteDeviation,0.14435340464115143,0.1732901632785797,1.3511096000438556
[8],['elu'],00,402,Adam,MaxAbsoluteDeviation,0.14435340464115143,0.3397618234157562,1.5880035000154749
[8],['elu'],00,402,Adam,MaxAbsoluteDeviation,0.4678506553173065,0.43487313389778137,1.2580093999858946
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.4469311833381653,0.4384504556655884,0.49708290002308786
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.48866546154022217,0.4736732840538025,0.49652630009222776
[8],['elu'],00,100,Adam,MaxAbsoluteDeviation,0.4642963707447052,0.44696205854415894,0.49918939999770373
[8],['elu'],00,700,Adam,MaxAbsoluteDeviation,0.11872045695781708,0.13738232851028442,2.0755882000084966
[8],['elu'],00,617,Adam,MaxAbsoluteDeviation,0.2384924441576004,0.23662163317203522,1.830725000007078
[8],['elu'],00,617,Adam,MaxAbsoluteDeviation,0.1378004252910614,0.10880786180496216,1.8368820999749005
"[8, 17]","['elu', 'swish']",0098,617,Adam,MaxAbsoluteDeviation,0.20640331506729126,0.16436916589736938,1.9694675999926403
"[8, 17, 10]","['elu', 'swish', 'elu']",009820,617,Adam,MaxAbsoluteDeviation,0.03490491956472397,0.05413968861103058,2.065169700072147
