shape,activations,loss_function,normalize,optimizer,validation_split,epochs,eps,experiments,use_rand_net,function,loss,huber_loss,log_cosh,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,mean_squared_logarithmic_error,relative,rae,my_mae,root_mean_squared_error,inlier_ratio,max_deviation,mean_deviation,val_loss,val_huber_loss,val_log_cosh,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_mean_squared_logarithmic_error,val_relative,val_rae,val_my_mae,val_root_mean_squared_error,val_inlier_ratio,val_max_deviation,val_mean_deviation,train_time,predict_loss,predict_huber_loss,predict_log_cosh,predict_mean_absolute_error,predict_mean_absolute_percentage_error,predict_mean_squared_error,predict_mean_squared_logarithmic_error,predict_relative,predict_rae,predict_my_mae,predict_root_mean_squared_error,predict_inlier_ratio,predict_max_deviation,predict_mean_deviation,predict_all_time
"[1, 32, 16, 8, 4, 2]","['softplus', 'softplus', 'softplus', 'softplus', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7723288536071777,2.7723288536071777,2.669724941253662,3.2036542892456055,7276624.0,21.297504425048828,0.9414598941802979,0.7783330678939819,1.0159374475479126,9.82950210571289,4.614922046661377,1.0,1.3300179243087769,0.8734171390533447,4.693312644958496,4.693312644958496,4.594817161560059,5.087253570556641,154.73138427734375,48.13035202026367,0.6323192715644836,0.8028911352157593,0.9394012093544006,10.146709442138672,6.9376044273376465,1.0,4.1466064453125,1.5473136901855469,8.187909400032368,3.143245220184326,3.143245220184326,3.0425522327423096,3.5666186809539795,118377.046875,26.480377197265625,0.8138554096221924,0.9874221682548523,0.9874975681304932,10.133241653442383,5.145908832550049,0.9950000047683716,18.128374099731445,1.3422547578811646,1.8020178999868222
"[1, 32, 16, 8, 4, 2]","['softsign', 'softsign', 'softsign', 'softsign', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7845966815948486,2.7845966815948486,2.682317018508911,3.227114200592041,4903173.5,21.47694969177246,1.0979466438293457,0.8808430433273315,1.0233771800994873,9.99472427368164,4.6343231201171875,1.0,1.2223665714263916,0.9040401577949524,4.638131618499756,4.638131618499756,4.540506362915039,5.0063018798828125,128.177001953125,47.26423645019531,0.7008413672447205,0.8282627463340759,0.9244528412818909,9.978741645812988,6.874898910522461,1.0,3.1096980571746826,1.2817699909210205,7.780873400042765,3.1381735801696777,3.1381735801696777,3.0378646850585938,3.5652101039886475,79401.1328125,26.374197006225586,0.9442164301872253,0.9954236149787903,0.9872807860374451,9.983153343200684,5.1355814933776855,0.9965000152587891,12.001818656921387,1.1912521123886108,1.8472460999619216
"[1, 4, 8, 16, 32, 2]","['elu', 'elu', 'elu', 'elu', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7623555660247803,2.7623555660247803,2.658722400665283,3.180208683013916,10197441.0,21.13334846496582,0.8135509490966797,0.6777088642120361,1.00850248336792,9.640983581542969,4.597102165222168,1.0,1.4621853828430176,0.8569722175598145,4.7614898681640625,4.7614898681640625,4.6613664627075195,5.181919097900391,186.0199737548828,49.17894744873047,0.5936957597732544,0.7743179798126221,0.9568818807601929,10.341327667236328,7.012770175933838,1.0,5.3671183586120605,1.8601998090744019,8.382597199990414,3.153521776199341,3.153521776199341,3.0518133640289307,3.5724356174468994,164453.46875,26.64643669128418,0.7118386626243591,0.9998844861984253,0.9889073371887207,10.324914932250977,5.162018775939941,0.9925000071525574,25.564010620117188,1.5409477949142456,1.7786003000219353
"[1, 4, 8, 16, 32, 2]","['relu', 'relu', 'relu', 'relu', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.77516508102417,2.77516508102417,2.672741174697876,3.2127084732055664,5690100.5,21.311283111572266,0.9566607475280762,0.8143741488456726,1.0188088417053223,9.840035438537598,4.616414546966553,1.0,1.2581875324249268,0.8894124031066895,4.6822509765625,4.6822509765625,4.584352493286133,5.060214996337891,138.1602325439453,48.06517028808594,0.6293190717697144,0.7812750935554504,0.93440842628479,10.137372970581055,6.9329047203063965,1.0,3.490550994873047,1.3816022872924805,8.389201499987394,3.142714262008667,3.142714262008667,3.0423247814178467,3.5684359073638916,93633.15625,26.472421646118164,0.8239646553993225,0.9647107124328613,0.9880337715148926,10.124109268188477,5.145135879516602,0.9959999918937683,14.472579956054688,1.2556579113006592,1.73777320003137
"[1, 4, 8, 16, 32, 2]","['gelu', 'gelu', 'gelu', 'gelu', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7743024826049805,2.7743024826049805,2.671858787536621,3.2114837169647217,5721634.0,21.29492950439453,0.9439408779144287,0.8085341453552246,1.0184203386306763,9.823241233825684,4.614643096923828,1.0,1.2595046758651733,0.8885717988014221,4.686025619506836,4.686025619506836,4.588126182556152,5.064020156860352,138.2227783203125,48.141624450683594,0.6238143444061279,0.775527834892273,0.9351109862327576,10.152344703674316,6.938416481018066,1.0,3.4909138679504395,1.382227897644043,9.117524200002663,3.143209457397461,3.143209457397461,3.042820930480957,3.568925380706787,93721.8515625,26.483030319213867,0.8147148489952087,0.961083710193634,0.9881572127342224,10.138794898986816,5.146166801452637,0.9955000281333923,14.533149719238281,1.2578532695770264,1.8745326999924146
"[1, 4, 8, 16, 32, 2]","['selu', 'selu', 'selu', 'selu', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7513084411621094,2.7513084411621094,2.6471896171569824,3.1579506397247314,10909716.0,20.94782829284668,0.6844897866249084,0.5706168413162231,1.0014439821243286,9.784912109375,4.576879978179932,1.0,1.4999375343322754,0.8456264734268188,4.848354339599609,4.848354339599609,4.747673988342285,5.275036811828613,195.20767211914062,50.955013275146484,0.5622252225875854,0.6590211391448975,0.9740768671035767,10.670496940612793,7.138277530670166,1.0,5.723999977111816,1.9520766735076904,8.240363500022795,3.1696059703826904,3.1696059703826904,3.067553997039795,3.5874054431915283,174672.953125,27.00114631652832,0.6147211194038391,0.9477845430374146,0.9927985072135925,10.645890235900879,5.196263313293457,0.9909999966621399,29.20000648498535,1.642186164855957,1.7996037999982946
"[1, 4, 8, 16, 32, 2]","['exponential', 'exponential', 'exponential', 'exponential', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.734151840209961,2.734151840209961,2.6309735774993896,3.155033588409424,11042688.0,21.00018882751465,0.5491671562194824,0.65030837059021,1.0005189180374146,10.825397491455078,4.582596302032471,1.0,2.178097724914551,0.9056298136711121,5.086586952209473,5.086586952209473,4.987226963043213,5.496607303619385,176.73464965820312,57.09657669067383,0.630738377571106,0.7653447389602661,1.0149916410446167,11.675946235656738,7.556228160858154,1.0,4.864884376525879,1.7673466205596924,8.096014600014314,3.231194496154785,3.231194496154785,3.130086898803711,3.6518828868865967,145437.265625,28.739582061767578,0.5597293376922607,1.0898160934448242,1.0100373029708862,11.652604103088379,5.360930919647217,0.9915000200271606,31.63983726501465,1.719731092453003,1.7591891000047326
"[1, 4, 8, 16, 32, 2]","['linear', 'linear', 'linear', 'linear', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7598910331726074,2.7598910331726074,2.656078338623047,3.175021171569824,10543295.0,21.08837890625,0.7820751667022705,0.6539688110351562,1.0068572759628296,9.580036163330078,4.592208385467529,1.0,1.4777817726135254,0.8539716005325317,4.7797346115112305,4.7797346115112305,4.679404258728027,5.202578067779541,189.25704956054688,49.52461242675781,0.5838712453842163,0.7541055679321289,0.960696816444397,10.40546989440918,7.037372589111328,1.0,5.4885945320129395,1.8925704956054688,8.026534000004176,3.156621217727661,3.156621217727661,3.0547826290130615,3.5750882625579834,169083.78125,26.70786476135254,0.6869081854820251,0.9922412037849426,0.9895904064178467,10.38811206817627,5.167965412139893,0.9925000071525574,26.57373046875,1.568921446800232,1.7465938000241295
"[1, 4, 8, 16, 32, 2]","['sigmoid', 'sigmoid', 'sigmoid', 'sigmoid', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.7435672283172607,2.7435672283172607,2.6399078369140625,3.1591873168945312,10004480.0,20.854021072387695,0.622147262096405,0.5262453556060791,1.0018362998962402,10.034049987792969,4.566619873046875,1.0,1.6341907978057861,0.8613320589065552,4.902134418487549,4.902134418487549,4.802188873291016,5.320357322692871,184.7247314453125,52.347808837890625,0.5568039417266846,0.548720121383667,0.9824456572532654,10.911846160888672,7.2351789474487305,1.0,5.259626865386963,1.8472473621368408,8.153422700008377,3.1804559230804443,3.1804559230804443,3.078889846801758,3.599755048751831,160220.390625,27.324047088623047,0.5759170055389404,0.8773602247238159,0.9960657358169556,10.888387680053711,5.227241039276123,0.9915000200271606,28.517192840576172,1.6250334978103638,1.7878788000089116
"[1, 4, 8, 16, 32, 2]","['hard_sigmoid', 'hard_sigmoid', 'hard_sigmoid', 'hard_sigmoid', 'linear']",Huber,False,RMSprop,0.2,50,0.001,True,False,S_ODE_1_solution,2.742974042892456,2.742974042892456,2.639340877532959,3.159212589263916,9998212.0,20.849071502685547,0.6174293756484985,0.5209600925445557,1.0018441677093506,10.058623313903809,4.566078186035156,1.0,1.6510792970657349,0.8628561496734619,4.907987117767334,4.907987117767334,4.808045864105225,5.326159477233887,184.72174072265625,52.485939025878906,0.55771803855896,0.539472758769989,0.983517050743103,10.935430526733398,7.244718074798584,1.0,5.25712251663208,1.8472175598144531,8.530526599963196,3.1817891597747803,3.1817891597747803,3.0802254676818848,3.6010987758636475,160126.65625,27.35907745361328,0.5733728408813477,0.8726932406425476,0.9964212775230408,10.911974906921387,5.230590343475342,0.9915000200271606,28.658958435058594,1.6290946006774902,1.8632941999821924
