shape,activations,loss_function,normalize,optimizer,validation_split,epochs,eps,experiments,use_rand_net,function,loss,huber_loss,log_cosh,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,mean_squared_logarithmic_error,relative,rae,my_mae,root_mean_squared_error,inlier_ratio,max_deviation,mean_deviation,val_loss,val_huber_loss,val_log_cosh,val_mean_absolute_error,val_mean_absolute_percentage_error,val_mean_squared_error,val_mean_squared_logarithmic_error,val_relative,val_rae,val_my_mae,val_root_mean_squared_error,val_inlier_ratio,val_max_deviation,val_mean_deviation,train_time,predict_loss,predict_huber_loss,predict_log_cosh,predict_mean_absolute_error,predict_mean_absolute_percentage_error,predict_mean_squared_error,predict_mean_squared_logarithmic_error,predict_relative,predict_rae,predict_my_mae,predict_root_mean_squared_error,predict_inlier_ratio,predict_max_deviation,predict_mean_deviation,predict_all_time
"[1, 10, 10, 10, 10, 10, 10, 3]","['swish', 'swish', 'swish', 'swish', 'swish', 'swish', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.25004899501800537,0.24816066026687622,0.22539222240447998,0.6565113067626953,382235.46875,0.49632132053375244,0.23021243512630463,1.046537160873413,1.8368772268295288,0.9501516222953796,0.7071760296821594,1.0,9.036996841430664,1.0727332830429077,0.24559545516967773,0.24559545516967773,0.2237580567598343,0.6571879982948303,91.40072631835938,0.49119091033935547,0.22061920166015625,0.8940415978431702,1.7442903518676758,0.9255247116088867,0.7008501887321472,1.0,1.3036792278289795,0.9140072464942932,8.777827700017951,0.2487701028585434,0.2487507164478302,0.2260190099477768,0.6588225364685059,7922.31005859375,0.4975014328956604,0.22784684598445892,0.9583771228790283,1.80685555934906,0.9510242342948914,0.7053653001785278,0.9986228942871094,8.722163200378418,1.0234992504119873,1.7717857000534423
"[1, 10, 10, 10, 10, 10, 10, 3]","['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.30335962772369385,0.3031499981880188,0.2703363299369812,0.7264381051063538,138840.765625,0.6064165830612183,0.27988001704216003,1.1536846160888672,2.0254862308502197,1.0436711311340332,0.7789989113807678,0.9947916269302368,10.102461814880371,1.1182889938354492,0.2966441512107849,0.2966441512107849,0.26575782895088196,0.7258327007293701,106.75619506835938,0.5933247208595276,0.26962122321128845,1.0884742736816406,1.926485300064087,1.0254664421081543,0.7702757120132446,1.0,2.16650390625,1.0675618648529053,8.505605800019111,0.30136725306510925,0.30134737491607666,0.2689990997314453,0.7256644368171692,2878.438232421875,0.602786123752594,0.2766891121864319,1.111714243888855,1.9914804697036743,1.038355827331543,0.7764188647270203,0.9992585778236389,7.9277143478393555,1.114194393157959,1.6992273000068963
"[1, 10, 10, 10, 10, 10, 10, 3]","['softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'softplus', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.3003823757171631,0.3014427423477173,0.26751869916915894,0.711246132850647,1494150.25,0.6046284437179565,0.2341582328081131,1.0909836292266846,1.9340200424194336,1.1657779216766357,0.776201069355011,1.0,8.802534103393555,1.0548756122589111,0.28853708505630493,0.28853708505630493,0.25762054324150085,0.7040702104568481,102.60018157958984,0.5779322385787964,0.21942593157291412,1.0438305139541626,1.86872398853302,1.1341454982757568,0.7602185606956482,1.0,1.9944881200790405,1.0260018110275269,8.462501100031659,0.2961980402469635,0.29616472125053406,0.2633526027202606,0.7067510485649109,17310.0703125,0.5937520265579224,0.22975952923297882,1.1119390726089478,1.9394539594650269,1.1584765911102295,0.7705978751182556,0.9976696968078613,11.26038646697998,1.1123120784759521,1.7467950999853201
"[1, 10, 10, 10, 10, 10, 10, 3]","['softsign', 'softsign', 'softsign', 'softsign', 'softsign', 'softsign', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.27038875222206116,0.2707675099372864,0.24393853545188904,0.6864899396896362,86845.734375,0.5415365695953369,0.2549784481525421,1.0674983263015747,1.8685317039489746,1.0043704509735107,0.7353771328926086,0.9907407760620117,11.888481140136719,1.101454734802246,0.268413245677948,0.268413245677948,0.24257461726665497,0.687005341053009,96.35751342773438,0.5368286371231079,0.2471569925546646,0.9356167912483215,1.8234307765960693,1.0084753036499023,0.7326858639717102,1.0,1.4252526760101318,0.9635752439498901,8.697930700029247,0.2697966396808624,0.26978355646133423,0.24339477717876434,0.6877303719520569,1075.6839599609375,0.5395688414573669,0.2524069845676422,0.9939980506896973,1.8859244585037231,1.0079107284545898,0.7345713376998901,0.9989407658576965,9.566327095031738,1.0851880311965942,1.680546100018546
"[1, 80, 80, 80, 3]","['elu', 'elu', 'elu', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.2759838402271271,0.2748486399650574,0.2469344437122345,0.6871414184570312,362085.5,0.5502283573150635,0.2540408968925476,1.285665512084961,1.9077765941619873,1.1212530136108398,0.7433292865753174,1.0,25.93796157836914,1.234980583190918,0.2639809846878052,0.2639809846878052,0.23887990415096283,0.685249388217926,107.33943939208984,0.5280656218528748,0.24284450709819794,1.1302052736282349,1.8187700510025024,1.0635814666748047,0.7266812920570374,1.0,4.188047885894775,1.073394536972046,8.959947099967394,0.2724059522151947,0.27237609028816223,0.24507007002830505,0.6862298250198364,7553.52978515625,0.545185387134552,0.25137749314308167,1.1655606031417847,1.8843464851379395,1.1137176752090454,0.7384073734283447,0.99745774269104,20.31338119506836,1.2091397047042847,1.826942700019572
"[1, 80, 80, 80, 3]","['relu', 'relu', 'relu', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.23551858961582184,0.23355764150619507,0.21269816160202026,0.6341776847839355,658982.0625,0.4671246409416199,0.2132190316915512,1.0195914506912231,1.7749642133712769,1.0218926668167114,0.6863282918930054,1.0,6.296926021575928,0.9911203384399414,0.2283070683479309,0.2283070683479309,0.20903168618679047,0.6363489627838135,93.64091491699219,0.4566141366958618,0.20219799876213074,0.9494408965110779,1.6889797449111938,0.9633191823959351,0.6757323145866394,1.0,1.684423565864563,0.9364091157913208,8.22087710001506,0.23340372741222382,0.23338162899017334,0.21279609203338623,0.6369596719741821,7667.18798828125,0.4667693078517914,0.21043379604816437,0.9698134660720825,1.7479016780853271,1.01291024684906,0.683237612247467,0.9988348484039307,6.397459983825684,0.9664751291275024,1.711395199992694
"[1, 80, 80, 80, 3]","['gelu', 'gelu', 'gelu', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.2646096646785736,0.265116423368454,0.23945583403110504,0.6825870275497437,132756.84375,0.530251681804657,0.23853836953639984,1.3214653730392456,1.8614511489868164,1.023796796798706,0.7274872660636902,0.9947916269302368,23.520605087280273,1.4024057388305664,0.26530584692955017,0.26530584692955017,0.23976396024227142,0.6811631917953491,98.25088500976562,0.5306383371353149,0.23310430347919464,0.9306269884109497,1.807924509048462,1.0230176448822021,0.728449285030365,0.9743589758872986,1.8957239389419556,0.983538806438446,8.661963700025808,0.2647861838340759,0.26477769017219543,0.23915593326091766,0.6814666390419006,2758.852783203125,0.5295740962028503,0.23695528507232666,1.0197961330413818,1.8680378198623657,1.0224134922027588,0.727730393409729,0.9983053207397461,17.57501220703125,1.1891653537750244,1.7965956999687478
"[1, 80, 80, 80, 3]","['selu', 'selu', 'selu', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.24570327997207642,0.24256184697151184,0.2200022041797638,0.6442581415176392,167721.359375,0.4853501319885254,0.21784555912017822,1.1985385417938232,1.7812812328338623,1.0786631107330322,0.7011914253234863,0.9855324029922485,22.474817276000977,1.1432139873504639,0.2350308895111084,0.2350308895111084,0.2145794779062271,0.6471274495124817,101.29861450195312,0.47008946537971497,0.2072013020515442,1.0644277334213257,1.7175878286361694,1.0328596830368042,0.6856306791305542,1.0,3.7458269596099854,1.0129860639572144,7.796709000016563,0.24233749508857727,0.2423115372657776,0.22005628049373627,0.648306667804718,3628.748779296875,0.4848155379295349,0.21553237736225128,1.0859661102294922,1.7803936004638672,1.0785709619522095,0.6963242292404175,0.997987687587738,16.890838623046875,1.117107629776001,1.3337369000073522
"[1, 80, 80, 80, 3]","['exponential', 'exponential', 'exponential', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.07172167301177979,0.07216405868530273,0.06720763444900513,0.2820223569869995,3799416.5,0.14432811737060547,0.0421050488948822,0.9980202317237854,0.7721433639526367,0.9762552380561829,0.3787391185760498,0.9160879850387573,45.948143005371094,1.1536774635314941,0.06480518728494644,0.06480518728494644,0.059666708111763,0.24758507311344147,53.74516296386719,0.12961743772029877,0.02557257190346718,0.44487854838371277,0.6571335792541504,1.0165979862213135,0.36002421379089355,0.8461538553237915,4.303014755249023,0.5421961545944214,7.600638199946843,0.06988904625177383,0.06985314935445786,0.06482058018445969,0.27146482467651367,77371.359375,0.13970986008644104,0.03656195104122162,0.9716681241989136,0.7423691749572754,0.9868453741073608,0.37387382984161377,0.8959566950798035,55.43052673339844,1.281774640083313,1.6862302999943495
"[1, 80, 80, 80, 3]","['linear', 'linear', 'linear', 'linear']",Huber,False,SGD,0.2,50,0.001,True,False,S_ODE_2_table,0.238846555352211,0.23959526419639587,0.21789568662643433,0.6432520151138306,810158.0,0.4791980981826782,0.22023454308509827,0.9839347004890442,1.823647379875183,1.0165154933929443,0.6911579966545105,1.0,6.586589813232422,0.9558830261230469,0.23137973248958588,0.23137973248958588,0.21171711385250092,0.6406891345977783,94.16860961914062,0.46275946497917175,0.20640279352664948,0.9559857249259949,1.700499176979065,0.9608189463615417,0.6802642345428467,1.0,1.7146652936935425,0.9416860938072205,8.28580020001391,0.23660163581371307,0.2365787774324417,0.21556714177131653,0.6412522196769714,9399.013671875,0.4731617569923401,0.2148233950138092,0.983380138874054,1.7596373558044434,1.0094504356384277,0.6879006624221802,0.9986230731010437,7.119186878204346,0.9796841740608215,1.6871878000092693
